Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,LNG,TD,FF
Kade Loggins,GAST,['PK'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chase Dial-Watson,GASO,['DB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chandler Dial-Watson,GASO,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jackson Wheeler,GASO,['LS'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ryan Dolan,SYR,['LB'],['0'],['1'],['1'],['0.0'],['23'],['0'],['0'],['0'],['0'],['0']
Joseph Plunk,TTU,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Gabe Liu,TULN,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['1'],['5'],['0'],['0']
Elliott Nimrod,USU,['PK'],['0'],['1'],['1'],['0.0'],['17'],['0'],['0'],['0'],['0'],['0']
Jack Bullard,ARST,['LS'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Zyun Reeves,LT,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Bugg Jones,BC,['DB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Malakai Menzer,FSU,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Darrian Bell,LOU,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Dakadrien Saunders,LOU,['DB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jase Bruner,UK,['LB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chandler Morris,TCU,['QB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Zach Schmit,OU,['PK'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
William Wright,TENN,['DB'],['1'],['0'],['1'],['0.0'],['1'],['0'],['0'],['0'],['0'],['0']
Earnest Crownover,TA&M,['RB'],['0'],['1'],['1'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
Cameron George,UL,['LB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nick Taylor,PUR,['LS'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jamari Jemison,JVST,['CB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kahleil Jackson,FLA,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Alton Julian,ORST,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
James Jennette,VT,['DL'],['0'],['1'],['1'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Daniel Wood,UTAH,['RB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Josh Brunelle,MASS,['LB'],['1'],['0'],['1'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Shomari Lawrence,FIU,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Grant Wilson,ODU,['QB'],['1'],['0'],['1'],['0.0'],['1'],['0'],['0'],['0'],['0'],['0']
Savien Arnett,SHSU,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Dante Jackson,AKR,['PK'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Junior Walling,NEV,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kaelon Black,JMU,['RB'],['1'],['0'],['1'],['0.0'],['7'],['0'],['0'],['0'],['0'],['0']
Reggie Love III,ILL,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Bradley Schlom,UCLA,['WR'],['1'],['0'],['1'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Colin Giffen,RICE,['FB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Blake Champagne,UL,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Cameron Skattebo,ASU,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Corey Collins,AFA,['DB'],['1'],['0'],['1'],['0.0'],['2'],['0'],['0'],['0'],['0'],['0']
Peter Moore,VT,['P'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jake Foggia,MD,['LS'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Bradley McGannon,WASH,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
RJ Edwards,MASS,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tyler Loop,ARIZ,['PK'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ugo Nosike,EMU,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jaydin Young,ORST,['DB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ryan Morgan,ASU,['TE'],['0'],['1'],['1'],['0.0'],['19'],['0'],['0'],['0'],['0'],['0']
J.B. Awolowo,KENT,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chris Adams,ODU,['OL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jamier Wright-Collins,RUTG,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Quintayvious Hutchins,BC,['DE'],['1'],['0'],['1'],['0.0'],['8'],['0'],['0'],['0'],['0'],['0']
Damaje Yancey,TROY,['CB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Derrick Shepard Jr.,CIN,['DL'],['0'],['1'],['1'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Jaden Gaines,EMU,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Willis Patrick,TCU,['OL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Elijah Gilliam,FRES,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Darius De Los Reyes,SDSU,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Caleb Krockover,PUR,['PK'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Cam Fancher,MRSH,['QB'],['1'],['0'],['1'],['0.0'],['9'],['0'],['0'],['0'],['0'],['0']
Tanaka Scott,KU,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Sam Scott,WYO,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Trevor Timmons,GAST,['OL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jacques Badolato-Birdsell,NEV,['RB'],['0'],['1'],['1'],['0.0'],['1'],['0'],['0'],['0'],['0'],['0']
Myles Pollard,MICH,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Anthony Brown,PUR,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Kenzy Paul,DUKE,['S'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Quency Wiggins,LSU,['DE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Dorian Friend,HOU,['DB'],['0'],['1'],['1'],['0.0'],['3'],['0'],['0'],['0'],['0'],['0']
RJ Maryland,SMU,['TE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Christian Carter,MEM,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kristopher Ross,TEX,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
John Ferlmann,OSU,['LS'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
John McConnell,MRSH,['P'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
X'Avion Brice,TEX,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kai Horton,TULN,['QB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jimmy Horn Jr.,COLO,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kyre Duplessis,CCU,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chris Tennant,KSU,['PK'],['1'],['0'],['1'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
Jase Bauer,CMU,['QB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Domanick Moon,PUR,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jarquez Hunter,AUB,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jarell Stinson,MISS,['CB'],['0'],['1'],['1'],['0.0'],['25'],['0'],['0'],['0'],['0'],['0']
Jalen Burton,BGSU,['CB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Da'Shawn Elder,MTSU,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
DJ Rogers,TCU,['TE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nate Rutchena,CAL,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
De'Zhaun Stribling,OKST,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Elijah Champaigne,TULN,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ben Lisk,UNLV,['LS'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Konata Mumpfield,PITT,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ollie Gordon II,OKST,['RB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nate Dyman,UTEP,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
William Hardrick,M-OH,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Mekhi Miller,MIZ,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Evan Lester Jr.,GASO,['TE'],['1'],['0'],['1'],['0.0'],['5'],['0'],['0'],['0'],['0'],['0']
Javon Antonio,COLO,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Fred Farrier II,UAB,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kaiden Turner,IU,['LB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Owen McCown,UTSA,['QB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nuuletau Sellesin,BYU,['DE'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jermaine Wiggins Jr.,MASS,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Armand Membou,MIZ,['OL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Austin Ausberry,AUB,['S'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Aaron Bryant,TEX,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jaylon Glover,UTAH,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jamaal Whyce,SC,['DT'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Camden Brown,AUB,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Mason Taylor,LSU,['TE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
TJ Bullard,UCF,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Brian Courtney,FSU,['TE'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Hank Beatty,ILL,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ka'eo Akana,UTAH,['DE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Avyonne Jones,CCU,['CB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ashtin Rustemeyer,ARST,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Aidan Laughery,ILL,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Keylen Davis,AKR,['OL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Christion Stokes,WVU,['S'],['0'],['1'],['1'],['0.0'],['1'],['0'],['0'],['0'],['0'],['0']
Justin Evans-Jenkins,NEB,['OL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jahiem Lawson,CLEM,['DE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Denzel Boston,WASH,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jonathan Brady,NMSU,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jack Velling,ORST,['TE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Luka Vincic,ORST,['OL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Demond Claiborne,WAKE,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Maarten Woudsma,ODU,['OL'],['0'],['1'],['1'],['0.0'],['4'],['0'],['0'],['0'],['0'],['0']
Dakari Frazier,BALL,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Sean Sallis,MRSH,['TE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
James Dawn II,SHSU,['OL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chase Kennedy,UTAH,['DE'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Landry Lyddy,UAB,['QB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jayshon Platt,FAU,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Travis Bates,DUKE,['RB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Richard Reese,BAY,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['1']
Caleb Coley,MSU,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jordan Perry,KSU,['LB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Emory Floyd Jr.,SC,['DB'],['1'],['0'],['1'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Pershaun Fann,BUFF,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tyler Griffin,UCF,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ashton Daniels,STAN,['QB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Keylan Rutledge,MTSU,['OL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tate Carney,WAKE,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Davis Lane Jr.,UVA,['S'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Champ Lewis,TCU,['CB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Malachi Clark,M-OH,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Mason Moore,M-OH,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ashton Hayes,NEV,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Roger Carreon,BOIS,['OL'],['1'],['0'],['1'],['0.0'],['1'],['0'],['0'],['0'],['0'],['0']
Wyatt Sullivan,FAU,['TE'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Eli Stein,ARK,['LS'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chance Morrow,BUFF,['WR'],['0'],['1'],['1'],['0.0'],['24'],['0'],['0'],['0'],['0'],['0']
Maximus Webster,BALL,['TE'],['1'],['0'],['1'],['0.0'],['12'],['0'],['0'],['0'],['0'],['0']
James Schott,MSU,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Zavion Thomas,MSST,['WR'],['1'],['0'],['1'],['0.0'],['3'],['0'],['0'],['0'],['0'],['0']
Caden Veltkamp,WKU,['QB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
DJ Burks,APP,['S'],['0'],['1'],['1'],['0.0'],['9'],['0'],['0'],['0'],['0'],['0']
Quan Peterson,SYR,['DB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Avion Carter,TCU,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kevin Concepcion,NCSU,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Markis Deal,TCU,['DL'],['0'],['1'],['1'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Dee Crayton,CLEM,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Aaron Gates,FLA,['CB'],['1'],['0'],['1'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Enow Etta,MICH,['DE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Mark Fletcher Jr.,MIA,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Justice Haynes,ALA,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Edwin Joseph,FSU,['DB'],['1'],['0'],['1'],['0.0'],['0'],['2'],['0'],['0'],['0'],['0']
Tre'Mon Henry,USM,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kylin Jackson,LSU,['S'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
R.J. Jones,UCLA,['DB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Moussa Kane,DUKE,['CB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kaleb Jackson,LSU,['RB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Andy Jean,FLA,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tony Mitchell,ALA,['DB'],['0'],['1'],['1'],['0.0'],['31'],['0'],['0'],['0'],['0'],['0']
Kayden McDonald,OSU,['DL'],['0'],['1'],['1'],['0.0'],['8'],['1'],['0'],['0'],['0'],['0']
Takare Lipscomb,ARST,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Xzavier McLeod,SC,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['1'],['3'],['0'],['0']
Ashton Porter,ORE,['DE'],['0'],['1'],['1'],['0.0'],['7'],['0'],['0'],['0'],['0'],['0']
Jordan Matthews,TENN,['DB'],['1'],['0'],['1'],['0.0'],['2'],['0'],['0'],['0'],['0'],['0']
Traylon Ray,WVU,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Justyn Rhett,UGA,['DB'],['1'],['0'],['1'],['0.0'],['8'],['0'],['0'],['0'],['0'],['0']
Will Norman,FLA,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Ethan Nation,NEB,['DB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Shamar Porter,UK,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
James Smith,ALA,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jordan Renaud,ALA,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jaden Robinson,FLA,['LB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Treyaun Webb,FLA,['RB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Kevis Thomas,MD,['DB'],['0'],['1'],['1'],['0.0'],['15'],['0'],['0'],['0'],['0'],['0']
Shakai Woods,MTSU,['DT'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Boubacar Traore,ND,['DL'],['1'],['0'],['1'],['1.0'],['1'],['0'],['0'],['0'],['0'],['1']
Brenan Vernon,ND,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jasiah Wagoner,OU,['DB'],['1'],['0'],['1'],['0.0'],['4'],['0'],['0'],['0'],['0'],['0']
Emmanuel Waller,UAB,['DL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Damon Wilson Jr.,UGA,['LB'],['0'],['1'],['1'],['0.5'],['0'],['0'],['0'],['0'],['0'],['0']
Preston Zinter,ND,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Derek Branch,NEB,['DB'],['1'],['0'],['1'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Cardell Williams,TLSA,['QB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Deshon Stoudemire,TROY,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Chris Lewis,TROY,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Victor Rosa,CONN,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Lane Hansen,ILL,['LS'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jaxon Rexroth,IOWA,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Luke Elkin,IOWA,['LS'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jaden Floyd,FSU,['DB'],['0'],['1'],['1'],['0.0'],['6'],['0'],['0'],['0'],['0'],['0']
Liam McCormick,FSU,['DL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Caden Noonkester,NCSU,['P'],['1'],['0'],['1'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
Nick Jones,MSST,['OL'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jack Stonehouse,SYR,['P'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Cole Petrus,KU,['DE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Drew Schmelzle,KSU,['DE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Trevor Erickson,KSU,['S'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Nehemiah Martinez I,TTU,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Avery Wilcox,WVU,['S'],['0'],['1'],['1'],['0.0'],['0'],['0'],['1'],['34'],['0'],['0']
PJ Simmons II,GAST,['LB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Josh Morris,MD,['LB'],['1'],['0'],['1'],['0.0'],['0'],['1'],['0'],['0'],['0'],['0']
Ethan Gough,MD,['LS'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jadarrius Perkins,FLA,['S'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jace Feely,COLO,['PK'],['1'],['0'],['1'],['0.0'],['34'],['0'],['0'],['0'],['0'],['1']
Charlie Offerdahl,COLO,['RB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
David Kasemervisz,STAN,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Cole Norah,WSU,['DB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Andrew BoisD'Enghien,AFA,['DE'],['1'],['0'],['1'],['0.0'],['2'],['0'],['0'],['0'],['0'],['0']
Dean Patterson,FIU,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Marcus Young,CMU,['TE'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Davis Heinzen,CMU,['OL'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Jack DeJarld,M-OH,['TE'],['0'],['1'],['1'],['0.0'],['18'],['0'],['0'],['0'],['0'],['0']
Nasjzae Bryant-Lelei,HAW,['RB'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
D.J. Utu,HAW,['LB'],['0'],['1'],['1'],['0.0'],['8'],['0'],['0'],['0'],['0'],['0']
Karsyn Pupunu,HAW,['WR'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Austin Sybrandt,TULN,['DE'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Corey Chapman,ODU,['S'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Tejhaun Palmer,UAB,['WR'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Charlie Goode,UAB,['LB'],['0'],['1'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
Noah Grant,ARST,['P'],['1'],['0'],['1'],['0.0'],['0'],['0'],['0'],['0'],['0'],['0']
